"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"817","Pocillopora_acuta_HIv2___RNAseq.g11768.t1",182.547353640695,8.08378834681578,3.86089086834948,2.73352059616311e-06,3.75833097936342e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","Pocillopora_acuta_HIv2___TS.g10198.t2",278.968072165855,1.37882947575715,2.59159071247331,2.75532577251754e-06,3.78422508508572e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Pocillopora_acuta_HIv2___RNAseq.g25885.t1",338.278471721624,-6.11710844884214,2.91982626659707,2.77491396904002e-06,3.8007912545639e-05,"45351.EDO27829",5.63e-102,324,"KOG0255@1|root,KOG0255@2759|Eukaryota,38FJ1@33154|Opisthokonta,3B9N9@33208|Metazoa","33208|Metazoa","K","organic anion transmembrane transporter activity","-","-","-","-","-","-","-","-","-","-","-","-","Sugar_tr"
"820","Pocillopora_acuta_HIv2___RNAseq.g12339.t1",344.816169567317,1.0164811416724,1.72971805686262,2.78530912859087e-06,3.81142017369332e-05,"45351.EDO38261",3.51e-305,844,"COG0033@1|root,KOG0625@2759|Eukaryota,38BW9@33154|Opisthokonta,3BG51@33208|Metazoa","33208|Metazoa","G","phosphoglucomutase activity","PGM1","GO:0000271,GO:0000272,GO:0000287,GO:0001725,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004614,GO:0005198,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0005911,GO:0005912,GO:0005913,GO:0005914,GO:0005924,GO:0005925,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0005980,GO:0005996,GO:0006006,GO:0006012,GO:0006073,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006112,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006873,GO:0006874,GO:0006875,GO:0006887,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009250,GO:0009251,GO:0009259,GO:0009260,GO:0009628,GO:0009898,GO:0009987,GO:0012505,GO:0014704,GO:0015629,GO:0015980,GO:0016010,GO:0016020,GO:0016051,GO:0016052,GO:0016053,GO:0016192,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019320,GO:0019359,GO:0019362,GO:0019363,GO:0019388,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019725,GO:0019752,GO:0030003,GO:0030016,GO:0030017,GO:0030018,GO:0030054,GO:0030055,GO:0030141,GO:0031410,GO:0031674,GO:0031974,GO:0031982,GO:0032432,GO:0032787,GO:0032940,GO:0032991,GO:0033692,GO:0034404,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0036230,GO:0042119,GO:0042383,GO:0042592,GO:0042641,GO:0042866,GO:0043034,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043232,GO:0043233,GO:0043292,GO:0043299,GO:0043312,GO:0043436,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044291,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044433,GO:0044444,GO:0044446,GO:0044449,GO:0044459,GO:0044464,GO:0045055,GO:0045321,GO:0046031,GO:0046034,GO:0046364,GO:0046365,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046872,GO:0046903,GO:0046939,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055086,GO:0055114,GO:0065007,GO:0065008,GO:0070013,GO:0070161,GO:0070820,GO:0071000,GO:0071214,GO:0071259,GO:0071704,GO:0071944,GO:0072330,GO:0072503,GO:0072507,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0090665,GO:0097517,GO:0097708,GO:0098552,GO:0098562,GO:0098771,GO:0098796,GO:0098797,GO:0099080,GO:0099081,GO:0099503,GO:0099512,GO:0101002,GO:0104004,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1904724,GO:1904813","5.4.2.2","ko:K01835,ko:K15636","ko00010,ko00030,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130","M00549","R00959,R01057,R08639","RC00408","ko00000,ko00001,ko00002,ko01000","-","-","-","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV"
"821","Pocillopora_acuta_HIv2___RNAseq.g13940.t1",129.696031600665,7.69712857499943,3.27656998183657,2.79121020014747e-06,3.81588509781976e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Pocillopora_acuta_HIv2___RNAseq.g1217.t1",278.804556139816,4.86849399812631,5.32983452403084,2.81555241110513e-06,3.84552880776436e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","Pocillopora_acuta_HIv2___RNAseq.g1030.t1",175.971739544299,7.78722942295839,3.42562779310785,2.82818022445871e-06,3.85913195911045e-05,"7897.ENSLACP00000012878",3.02e-32,122,"KOG4566@1|root,KOG4566@2759|Eukaryota,3A074@33154|Opisthokonta,3BQ6A@33208|Metazoa,3D6X5@33213|Bilateria,48EG5@7711|Chordata,49BDA@7742|Vertebrata","33208|Metazoa","T","Src homology 2 domains","-","-","-","ko:K04696","ko04120,ko04380,ko04630,ko04668,ko04910,ko04917,ko04920,ko04930,ko04931,ko04932,ko05160,ko05164,ko05168,map04120,map04380,map04630,map04668,map04910,map04917,map04920,map04930,map04931,map04932,map05160,map05164,map05168","M00388,M00684","-","-","ko00000,ko00001,ko00002,ko04121","-","-","-","SH2,SOCS_box"
"824","Pocillopora_acuta_HIv2___RNAseq.g25805.t1",213.115870933737,1.18378664039865,2.51938540795984,2.84509079559804e-06,3.87489578790302e-05,"10224.XP_002731328.1",6.71e-41,147,"KOG0420@1|root,KOG0420@2759|Eukaryota,3A9KW@33154|Opisthokonta,3BUT0@33208|Metazoa,3DARG@33213|Bilateria","33208|Metazoa","O","Ubiquitin-conjugating enzyme E2, catalytic domain homologues","-","-","-","ko:K10579","ko04120,map04120","-","-","-","ko00000,ko00001,ko04121","-","-","-","UQ_con"
"825","Pocillopora_acuta_HIv2___RNAseq.g30774.t1",358.183784846663,7.91991302102203,3.7425029040264,2.85131530950611e-06,3.87972009752554e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","Pocillopora_acuta_HIv2___RNAseq.g10498.t1",139.481185162316,8.30181381597817,4.11216744406737,2.93819318628496e-06,3.9866816366253e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Pocillopora_acuta_HIv2___TS.g11855.t2",102.794813779928,8.02605928292349,3.44737259730106,2.9613101858848e-06,4.01227699517211e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","Pocillopora_acuta_HIv2___RNAseq.g7683.t1",792.420962683035,4.73547323202542,3.8564509281997,2.96260497154578e-06,4.01227699517211e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Pocillopora_acuta_HIv2___TS.g4466.t2",150.34533257272,7.92105250261797,3.77023702039992,2.96855267718055e-06,4.01657118079882e-05,"45351.EDO45190",4.36e-202,572,"COG0654@1|root,KOG2614@2759|Eukaryota,38H32@33154|Opisthokonta,3B95Q@33208|Metazoa","33208|Metazoa","C","kynurenine 3-monooxygenase activity","KMO","GO:0000166,GO:0001505,GO:0001655,GO:0001822,GO:0001878,GO:0001956,GO:0002064,GO:0002237,GO:0003674,GO:0003824,GO:0004497,GO:0004502,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006568,GO:0006569,GO:0006576,GO:0006586,GO:0006725,GO:0006726,GO:0006727,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007275,GO:0008055,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009063,GO:0009072,GO:0009074,GO:0009117,GO:0009308,GO:0009310,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009628,GO:0009651,GO:0009888,GO:0009987,GO:0010033,GO:0010646,GO:0010647,GO:0010941,GO:0010942,GO:0014048,GO:0014049,GO:0016020,GO:0016054,GO:0016174,GO:0016491,GO:0016651,GO:0016705,GO:0016709,GO:0018130,GO:0019362,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019748,GO:0019752,GO:0019867,GO:0023051,GO:0023056,GO:0030154,GO:0030855,GO:0031090,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0032496,GO:0032501,GO:0032502,GO:0032835,GO:0032879,GO:0032890,GO:0032892,GO:0033060,GO:0033993,GO:0034097,GO:0034641,GO:0035850,GO:0036094,GO:0042180,GO:0042221,GO:0042402,GO:0042430,GO:0042436,GO:0042440,GO:0042441,GO:0042537,GO:0043167,GO:0043168,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043270,GO:0043324,GO:0043436,GO:0043473,GO:0043474,GO:0044070,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0046148,GO:0046152,GO:0046158,GO:0046218,GO:0046395,GO:0046483,GO:0046496,GO:0046700,GO:0046928,GO:0048037,GO:0048066,GO:0048069,GO:0048072,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048731,GO:0048856,GO:0048869,GO:0050660,GO:0050662,GO:0050664,GO:0050789,GO:0050794,GO:0050804,GO:0050806,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051186,GO:0051588,GO:0051590,GO:0051704,GO:0051707,GO:0051716,GO:0051952,GO:0051954,GO:0051955,GO:0051957,GO:0051966,GO:0051968,GO:0055086,GO:0055114,GO:0060341,GO:0060429,GO:0061005,GO:0061318,GO:0065007,GO:0065008,GO:0070189,GO:0070555,GO:0070887,GO:0071310,GO:0071345,GO:0071347,GO:0071704,GO:0071949,GO:0072001,GO:0072006,GO:0072009,GO:0072010,GO:0072015,GO:0072073,GO:0072112,GO:0072310,GO:0072311,GO:0072524,GO:0097052,GO:0097159,GO:0098588,GO:0098805,GO:0099177,GO:1901214,GO:1901216,GO:1901265,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901700,GO:1903294,GO:1903296,GO:1903530,GO:1903532,GO:1903793","1.14.13.9","ko:K00486","ko00380,ko01100,map00380,map01100","M00038","R01960","RC00046","ko00000,ko00001,ko00002,ko01000","-","-","-","FAD_binding_3"
"830","Pocillopora_acuta_HIv2___RNAseq.g13196.t1",183.167377393119,-3.60393990731319,1.02001818441589,3.22766729435098e-06,4.33472421035214e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Pocillopora_acuta_HIv2___TS.g15668.t1",900.817267723889,4.8450064308352,1.73212294343223,3.29979206412996e-06,4.42044384704626e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Pocillopora_acuta_HIv2___RNAseq.g2214.t1c",148.01235283777,7.58178320494013,3.24778134916526,3.30066327074804e-06,4.42044384704626e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Pocillopora_acuta_HIv2___RNAseq.g5063.t1",132.008536846297,7.69293207510118,3.63924273199487,3.39300853390833e-06,4.5357186168623e-05,"303518.XP_005746019.1",2.46e-41,150,"COG0494@1|root,KOG3069@2759|Eukaryota,3A1ZV@33154|Opisthokonta,3BQTU@33208|Metazoa,3D3DX@33213|Bilateria,484MQ@7711|Chordata,493R6@7742|Vertebrata,4A492@7898|Actinopterygii","33208|Metazoa","L","Nudix (nucleoside diphosphate linked moiety X)-type motif 7","NUDT7","GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003986,GO:0004778,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006084,GO:0006139,GO:0006163,GO:0006195,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009109,GO:0009117,GO:0009150,GO:0009154,GO:0009166,GO:0009259,GO:0009261,GO:0009987,GO:0015936,GO:0015938,GO:0016289,GO:0016787,GO:0016788,GO:0016790,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0030154,GO:0030515,GO:0032502,GO:0033865,GO:0033869,GO:0033875,GO:0034031,GO:0034032,GO:0034034,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035383,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044273,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045444,GO:0046356,GO:0046434,GO:0046483,GO:0046700,GO:0047994,GO:0048869,GO:0050873,GO:0051186,GO:0051187,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:0097159,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576","-","ko:K17879","ko04146,map04146","-","R10747","RC00002","ko00000,ko00001,ko01000","-","-","-","NUDIX"
"834","Pocillopora_acuta_HIv2___RNAseq.g30215.t1",4238.85293381068,-2.91925095502876,0.749227837114174,3.46017110733497e-06,4.61696631886466e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","Pocillopora_acuta_HIv2___RNAseq.g26553.t1",96.4502692492265,10.4530027518348,4.01333252545126,3.50959337713473e-06,4.66569472489676e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Pocillopora_acuta_HIv2___RNAseq.g28911.t1",5629.05905301619,-2.93135046166797,0.756307448068212,3.53949812254354e-06,4.69350843710888e-05,"45351.EDO44398",2.91e-84,302,"KOG1217@1|root,KOG3714@1|root,KOG1217@2759|Eukaryota,KOG3714@2759|Eukaryota,38BUP@33154|Opisthokonta,3BA2W@33208|Metazoa","33208|Metazoa","T","sequestering of TGFbeta in extracellular matrix","-","GO:0007275,GO:0007399,GO:0008037,GO:0008038,GO:0008039,GO:0008150,GO:0009987,GO:0022008,GO:0030154,GO:0030182,GO:0032501,GO:0032502,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869","-","-","-","-","-","-","-","-","-","-","CUB,EGF_CA,FXa_inhibition,Sushi,cEGF"
"837","Pocillopora_acuta_HIv2___RNAseq.g7741.t1",144.532540952573,7.74572615648736,3.59420020936079,3.58072398671483e-06,4.7428197567622e-05,"45351.EDO40020",2.22e-41,143,"COG1024@1|root,KOG1680@2759|Eukaryota,38F58@33154|Opisthokonta,3BC2F@33208|Metazoa","33208|Metazoa","I","Belongs to the enoyl-CoA hydratase isomerase family","ECHS1","GO:0003674,GO:0003824,GO:0004300,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0019395,GO:0019752,GO:0030258,GO:0031974,GO:0032787,GO:0034440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046395,GO:0055114,GO:0070013,GO:0071704,GO:0072329,GO:1901575","4.2.1.17","ko:K07511","ko00062,ko00071,ko00280,ko00310,ko00380,ko00410,ko00627,ko00640,ko00650,ko00930,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00062,map00071,map00280,map00310,map00380,map00410,map00627,map00640,map00650,map00930,map01100,map01110,map01120,map01130,map01200,map01212","M00013,M00032,M00085,M00087","R02685,R03026,R03045,R04137,R04170,R04204,R04224,R04738,R04740,R04744,R04746,R04749,R05595,R06942","RC00770,RC00831,RC00834,RC01086,RC01095,RC01098,RC01103","ko00000,ko00001,ko00002,ko01000","-","-","-","ECH_1"
"838","Pocillopora_acuta_HIv2___RNAseq.g703.t1",1021.55520835017,-3.8233556404586,1.27923491641169,3.88978050045017e-06,5.09617619189413e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Pocillopora_acuta_HIv2___TS.g5618.t1",10064.3811847063,-5.31090157766001,1.86645822467183,3.92443323721396e-06,5.13227869286281e-05,"7668.SPU_016880-tr",2.11e-45,180,"COG5640@1|root,KOG3627@2759|Eukaryota,38EWN@33154|Opisthokonta,3BC1C@33208|Metazoa,3CVCK@33213|Bilateria","33208|Metazoa","O","scavenger receptor activity","PRSS12","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006508,GO:0006807,GO:0006810,GO:0006887,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009987,GO:0010467,GO:0016020,GO:0016192,GO:0016485,GO:0016787,GO:0017171,GO:0019538,GO:0030424,GO:0030425,GO:0031410,GO:0031638,GO:0031982,GO:0032940,GO:0033267,GO:0036477,GO:0042995,GO:0043005,GO:0043083,GO:0043170,GO:0043195,GO:0043226,GO:0043227,GO:0043229,GO:0043679,GO:0044238,GO:0044306,GO:0044424,GO:0044444,GO:0044456,GO:0044463,GO:0044464,GO:0045202,GO:0046903,GO:0051179,GO:0051234,GO:0051604,GO:0070011,GO:0071704,GO:0071944,GO:0097447,GO:0097458,GO:0097708,GO:0098793,GO:0120025,GO:0120038,GO:0140096,GO:0150034,GO:1901564","-","ko:K09624,ko:K13912","ko04970,map04970","-","-","-","ko00000,ko00001,ko01000,ko01002","-","-","-","Kringle,SRCR,Trypsin"
"840","Pocillopora_acuta_HIv2___RNAseq.g27846.t1",186.338223706541,5.8058508896359,3.01531784373619,3.97997904640197e-06,5.19686179345562e-05,"400682.PAC_15722155",4.75e-107,335,"KOG3105@1|root,KOG3105@2759|Eukaryota,38EWM@33154|Opisthokonta,3BGSJ@33208|Metazoa","33208|Metazoa","BD","DNA binding","-","-","-","-","-","-","-","-","-","-","-","-","CENP-B_N,DDE_1,HTH_Tnp_Tc5"
"841","Pocillopora_acuta_HIv2___TS.g26020.t2",54.2941816349516,9.804505589587,3.54101668841107,3.98100308846019e-06,5.19686179345562e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","Pocillopora_acuta_HIv2___RNAseq.g28639.t1",192.271680732401,5.4696731257201,3.86364286650246,3.99843582834529e-06,5.21491215700507e-05,"45351.EDO41435",7.56e-94,301,"KOG3712@1|root,KOG3712@2759|Eukaryota,39NQB@33154|Opisthokonta,3BFE6@33208|Metazoa","33208|Metazoa","K","RNA polymerase II proximal promoter sequence-specific DNA binding","RFX7","GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000987,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:1990837,GO:2000112,GO:2001141","-","-","-","-","-","-","-","-","-","-","RFX_DNA_binding"
"843","Pocillopora_acuta_HIv2___RNAseq.g14608.t1",320.741677579826,4.59376709128107,1.65378331024268,4.00673180504967e-06,5.21770459675293e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","Pocillopora_acuta_HIv2___RNAseq.g20831.t1",377.10084804157,7.96676951342695,5.09113211177839,4.07866932312898e-06,5.30520441454475e-05,"6500.XP_005100717.1",1.58e-127,392,"COG5409@1|root,KOG1162@2759|Eukaryota,38FWU@33154|Opisthokonta,3BEGP@33208|Metazoa,3CY81@33213|Bilateria","33208|Metazoa","U","inositol hexakisphosphate binding","XPR1","GO:0000822,GO:0001501,GO:0001618,GO:0002376,GO:0002520,GO:0002521,GO:0002573,GO:0003674,GO:0004888,GO:0004930,GO:0005215,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0006873,GO:0007154,GO:0007165,GO:0007186,GO:0007275,GO:0007399,GO:0007417,GO:0008037,GO:0008038,GO:0008039,GO:0008144,GO:0008150,GO:0008509,GO:0009605,GO:0009607,GO:0009615,GO:0009987,GO:0010001,GO:0014004,GO:0015075,GO:0015103,GO:0015114,GO:0015318,GO:0015562,GO:0015698,GO:0016020,GO:0016032,GO:0019058,GO:0019725,GO:0022008,GO:0022857,GO:0023052,GO:0030002,GO:0030097,GO:0030099,GO:0030154,GO:0030182,GO:0030225,GO:0030260,GO:0030320,GO:0030643,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0034220,GO:0035435,GO:0036094,GO:0038023,GO:0042063,GO:0042592,GO:0043167,GO:0043168,GO:0043178,GO:0043207,GO:0044403,GO:0044409,GO:0044419,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0046718,GO:0048468,GO:0048513,GO:0048534,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051806,GO:0051828,GO:0055062,GO:0055081,GO:0055082,GO:0055083,GO:0055085,GO:0060089,GO:0065007,GO:0065008,GO:0071944,GO:0072501,GO:0072502,GO:0072505,GO:0072506,GO:0098656,GO:0098660,GO:0098661,GO:0098771,GO:0104005","-","-","-","-","-","-","-","-","-","-","EXS,SPX"
"845","Pocillopora_acuta_HIv2___RNAseq.10171_t",13842.4547164277,-3.92331136967056,1.37570947944912,4.08569497580916e-06,5.30956802606502e-05,"106582.XP_004539380.1",1.68e-57,225,"2CMEU@1|root,2QQ5W@2759|Eukaryota,38E7N@33154|Opisthokonta,3BF2D@33208|Metazoa,3CTMS@33213|Bilateria,480S2@7711|Chordata,48X2Z@7742|Vertebrata,4A295@7898|Actinopterygii","33208|Metazoa","T","CD5 molecule-like","-","-","-","ko:K13912","ko04970,map04970","-","-","-","ko00000,ko00001","-","-","-","SRCR,Zona_pellucida,ig"
"846","Pocillopora_acuta_HIv2___TS.g27662.t3a",628.387289769325,1.02563230275945,1.76014271714862,4.12458900793137e-06,5.34186645392058e-05,"45351.EDO43295",2.53e-146,437,"KOG0272@1|root,KOG0272@2759|Eukaryota,38CDE@33154|Opisthokonta,3BA7B@33208|Metazoa","33208|Metazoa","A","U4 U6 small nuclear ribonucleoprotein","PRPF4","GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005684,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0015030,GO:0016070,GO:0016071,GO:0016604,GO:0016607,GO:0017069,GO:0017070,GO:0030532,GO:0030621,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0046540,GO:0070013,GO:0071001,GO:0071005,GO:0071011,GO:0071704,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1901363,GO:1990904","-","ko:K12662","ko03040,map03040","M00354","-","-","ko00000,ko00001,ko00002,ko03041","-","-","-","PRP4,WD40"
"847","Pocillopora_acuta_HIv2___TS.g8082.t1",184.930661949782,5.85171608631678,2.43803678170893,4.23166179078158e-06,5.46977266683331e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","Pocillopora_acuta_HIv2___TS.g16611.t1",68.5021010470253,10.0812761722982,3.79678939355429,4.25115267855609e-06,5.49006003059244e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Pocillopora_acuta_HIv2___RNAseq.g6071.t1",129.661178378612,7.6502391970853,3.60345327672106,4.32012223082118e-06,5.57415235919693e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
